name,gender,sub1,sub2,sub3,sub4,lab1,lab2,year,dept,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,regno,password
Sunita,f,25,42,75,20,17,28,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX02IS51,Su1ZX1728ta
Nitu Kumari,f,9,92,67,60,9,48,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02ME51,Ni1ZX948ri
Vandana,f,15,50,3,13,46,27,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC51,Va1ZX4627na
Roshni,f,16,4,59,72,12,32,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE51,Ro1ZX1232ni
Parveen,f,15,17,30,94,23,21,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02CI51,Pa1ZX2321en
Versa,f,5,42,89,18,1,21,3,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX03CS51,Ve1ZX121sa
Kavita,f,19,59,4,72,20,14,3,IS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS51,Ka1ZX2014ta
Sarojani,f,13,86,88,71,32,6,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME51,Sa1ZX326ni
Nagina,f,26,58,19,79,33,45,3,EC,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX03EC51,Na1ZX3345na
Tapas Das,f,3,86,12,87,17,2,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1ZX03EE51,Ta1ZX172as
Priyanka,f,21,19,22,2,32,1,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI51,Pr1ZX321ka
Santna,f,6,3,94,80,23,35,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1ZX04CS51,Sa1ZX2335na
Khushbu,f,37,79,76,8,9,33,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS51,Kh1ZX933bu
Any Bobby,f,25,1,78,4,7,33,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04ME51,An1ZX733by
Deeya Kumari,f,62,97,41,67,44,3,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC51,De1ZX443ri
Anjali Juneja,f,29,41,51,20,30,46,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE51,An1ZX3046ja
Anjali @ Babli,f,31,12,47,65,4,3,4,CI,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI51,An1ZX43li
Champa Karketta,f,42,63,35,19,30,43,1,CS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS52,Ch1ZX3043ta
Anshu,f,86,19,17,14,8,40,1,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS52,An1ZX840hu
Monika,f,81,71,32,50,26,21,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1ZX01ME52,Mo1ZX2621ka
Rimmi Singh,f,19,22,7,52,37,35,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC52,Ri1ZX3735gh
Aanamika Misra,f,12,22,26,82,18,48,1,EE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE52,Aa1ZX1848ra
Chahat,f,12,56,24,41,45,40,1,CI,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI52,Ch1ZX4540at
Nagma Khatoon,f,65,28,72,2,39,9,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS52,Na1ZX399on
Koshal,f,27,92,62,80,27,16,2,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX02IS52,Ko1ZX2716al
Laxmi Devi W/O Late Sh Hukan Chand,f,49,74,87,80,22,7,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1ZX02ME52,La1ZX227nd
Sandhya,f,5,9,64,78,43,46,2,EC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC52,Sa1ZX4346ya
Poonam,f,33,53,57,74,11,15,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE52,Po1ZX1115am
Sna,f,92,22,45,88,1,1,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1ZX02CI52,Sn1ZX11na
Nikita Senger,f,56,44,80,47,25,10,3,CS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS52,Ni1ZX2510er
Layba Noor,f,11,24,67,48,9,24,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX03IS52,La1ZX924or
Iqra,f,44,59,82,53,47,21,3,ME,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME52,Iq1ZX4721ra
Salima,f,85,67,32,99,29,12,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03EC52,Sa1ZX2912ma
Naziya Siddiqui,f,91,1,7,52,40,4,3,EE,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX03EE52,Na1ZX404ui
Priti,f,68,9,72,47,48,15,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX03CI52,Pr1ZX4815ti
Kamni,f,25,3,55,5,22,26,4,CS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS52,Ka1ZX2226ni
Renu @ Rinki,f,7,18,3,10,47,4,4,IS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS52,Re1ZX474ki
Priya,f,13,19,48,30,46,3,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX04ME52,Pr1ZX463ya
Minakchi,f,56,93,67,90,33,28,4,EC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC52,Mi1ZX3328hi
Ruby,f,54,4,9,82,30,8,4,EE,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04EE52,Ru1ZX308by
Smt.Farhana Baigum,f,51,38,15,48,8,10,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI52,Sm1ZX810um
Sheetal,f,81,59,92,71,36,12,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS53,Sh1ZX3612al
Kalyani Patro,f,81,89,26,85,36,40,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS53,Ka1ZX3640ro
Anjali,f,67,65,61,99,30,24,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1ZX01ME53,An1ZX3024li
Palak @ Simran,f,2,70,26,57,16,37,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC53,Pa1ZX1637an
Babita,f,69,12,60,9,16,33,1,EE,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX01EE53,Ba1ZX1633ta
Gurdeep Kaur,f,95,55,13,47,40,19,1,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1ZX01CI53,Gu1ZX4019ur
Dhanwanti  Devi,f,97,36,97,23,8,36,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02CS53,Dh1ZX836vi
Fooljhnah,f,26,86,3,54,14,11,2,IS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS53,Fo1ZX1411ah
Smt. Gyatri Devi,f,97,92,77,66,9,44,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME53,Sm1ZX944vi
Shehnaz,f,22,38,70,71,5,18,2,EC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC53,Sh1ZX518az
Ranju,f,88,5,33,20,35,1,2,EE,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1ZX02EE53,Ra1ZX351ju
Vidhi,f,39,21,94,50,13,7,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI53,Vi1ZX137hi
Pooja Kashyap,f,66,8,61,47,6,44,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS53,Po1ZX644ap
Meena Kumari,f,70,18,18,76,22,25,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03IS53,Me1ZX2225ri
"Savita, Sagar, Panap",f,72,75,57,68,7,35,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME53,Sa1ZX735ap
Reena Devi,f,38,78,50,5,20,14,3,EC,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC53,Re1ZX2014vi
Payal Goyala,f,1,6,65,24,29,19,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE53,Pa1ZX2919la
Rakhi,f,69,24,8,14,18,39,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1ZX03CI53,Ra1ZX1839hi
Priynka,f,54,62,72,62,17,45,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1ZX04CS53,Pr1ZX1745ka
Janki,f,16,42,62,3,19,39,4,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX04IS53,Ja1ZX1939ki
Laxmi  Kumari,f,52,24,20,90,9,40,4,ME,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME53,La1ZX940ri
Rinku Malav,f,84,81,17,86,3,25,4,EC,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC53,Ri1ZX325av
Sohni,f,55,38,14,22,44,40,4,EE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1ZX04EE53,So1ZX4440ni
Basnti,f,44,22,32,15,24,30,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI53,Ba1ZX2430ti
Meera,f,33,84,80,35,30,6,1,CS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS54,Me1ZX306ra
Pinki,f,93,75,21,36,42,31,1,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS54,Pi1ZX4231ki
Kiran Devi,f,41,6,13,58,35,29,1,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX01ME54,Ki1ZX3529vi
Sonia,f,49,88,4,81,39,31,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC54,So1ZX3931ia
Doly,f,31,34,73,18,46,26,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE54,Do1ZX4626ly
Raj Kumari,f,86,10,98,86,28,38,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI54,Ra1ZX2838ri
Manisha,f,73,26,74,19,47,31,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02CS54,Ma1ZX4731ha
Laxmi Devi,f,42,9,86,22,7,6,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1ZX02IS54,La1ZX76vi
Swati Joshi,f,25,72,75,35,47,13,2,ME,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02ME54,Sw1ZX4713hi
Aashiya,f,86,42,93,37,46,8,2,EC,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC54,Aa1ZX468ya
Vimla,f,77,42,41,76,7,49,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1ZX02EE54,Vi1ZX749la
Suman,f,52,19,81,83,6,8,2,CI,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI54,Su1ZX68an
Karina @ Kavita,f,94,34,10,17,11,13,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1ZX03CS54,Ka1ZX1113ta
Pooja Jayshwal,f,33,40,96,18,21,46,3,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS54,Po1ZX2146al
Pooja Prajapati @ Pratibha,f,67,59,52,28,38,24,3,ME,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME54,Po1ZX3824ha
Seema,f,73,46,81,59,6,16,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC54,Se1ZX616ma
Kranti,f,51,1,65,72,27,46,3,EE,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE54,Kr1ZX2746ti
Dimpal @Doli,f,5,73,40,88,25,20,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI54,Di1ZX2520li
Aarti Devi,f,88,14,42,39,28,5,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS54,Aa1ZX285vi
Sashi Mittal,f,23,11,59,71,37,13,4,IS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX04IS54,Sa1ZX3713al
Preeti,f,52,52,54,12,42,38,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME54,Pr1ZX4238ti
Shajiya,f,57,3,62,63,35,30,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC54,Sh1ZX3530ya
Priya Sexena,f,56,54,32,73,35,38,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE54,Pr1ZX3538na
Shanti Devi,f,90,24,64,50,40,30,4,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04CI54,Sh1ZX4030vi
Sitara,f,44,23,34,32,47,24,1,CS,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS55,Si1ZX4724ra
Aakanksha,f,89,63,21,87,17,33,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS55,Aa1ZX1733ha
Charu,f,59,97,79,49,7,25,1,ME,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME55,Ch1ZX725ru
Nilam Devi,f,68,24,29,47,10,39,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC55,Ni1ZX1039vi
Chango Uraon,f,24,28,58,5,30,1,1,EE,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX01EE55,Ch1ZX301on
Shiv Kumari,f,94,8,58,40,36,40,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX01CI55,Sh1ZX3640ri
Kaushaliya,f,67,95,34,34,45,16,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS55,Ka1ZX4516ya
Mangla Urf Mangi Bai,f,20,35,81,38,30,9,2,IS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02IS55,Ma1ZX309ai
Grace P.A.,f,43,52,12,55,24,38,2,ME,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME55,Gr1ZX2438A.
Usha,f,67,58,93,38,44,28,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1ZX02EC55,Us1ZX4428ha
Smt Rubi,f,85,60,77,38,5,1,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE55,Sm1ZX51bi
Nisha @ Chinu,f,25,55,54,33,7,45,2,CI,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI55,Ni1ZX745nu
Subhadra,f,17,69,67,11,22,24,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS55,Su1ZX2224ra
Lalita,f,65,85,64,76,14,31,3,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS55,La1ZX1431ta
Asma Khatun,f,15,41,74,10,37,29,3,ME,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME55,As1ZX3729un
Kalawati,f,1,51,39,51,7,34,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC55,Ka1ZX734ti
Santosh Singal,f,94,6,21,12,25,10,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE55,Sa1ZX2510al
Tina,f,99,30,61,16,40,12,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX03CI55,Ti1ZX4012na
Chanchal,f,2,53,11,63,22,30,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS55,Ch1ZX2230al
Mercy,f,75,42,95,27,4,24,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1ZX04IS55,Me1ZX424cy
Smt. Manju,f,19,19,82,7,38,5,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME55,Sm1ZX385ju
Varsha,f,40,84,21,93,4,12,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC55,Va1ZX412ha
Huma Khan,f,24,36,91,39,41,27,4,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE55,Hu1ZX4127an
Gulbasha,f,2,82,21,94,5,26,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI55,Gu1ZX526ha
Seema Khatun,f,48,3,62,44,49,10,1,CS,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1ZX01CS56,Se1ZX4910un
Rahila Maqbool,f,50,61,12,74,18,44,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS56,Ra1ZX1844ol
Kajal Choudhary,f,76,32,84,10,34,14,1,ME,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX01ME56,Ka1ZX3414ry
Geeta Devi,f,86,41,64,23,36,2,1,EC,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC56,Ge1ZX362vi
Swati Thakur,f,66,70,90,71,11,28,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX01EE56,Sw1ZX1128ur
Shenaz,f,39,31,29,21,6,29,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01CI56,Sh1ZX629az
Rinki,f,91,57,6,56,14,31,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS56,Ri1ZX1431ki
Chandni,f,10,57,28,89,22,5,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS56,Ch1ZX225ni
Ruksana,f,34,2,24,66,24,5,2,ME,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME56,Ru1ZX245na
Vivek Kumar,f,25,31,55,78,42,29,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC56,Vi1ZX4229ar
Kiran,f,14,88,15,49,13,10,2,EE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE56,Ki1ZX1310an
Nisha,f,83,29,66,22,36,9,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI56,Ni1ZX369ha
Heena D/O Zamil Akhtar,f,18,84,6,68,34,3,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS56,He1ZX343ar
Rajni,f,18,38,94,85,33,47,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS56,Ra1ZX3347ni
Nidhi Kumari,f,27,9,64,73,43,28,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME56,Ni1ZX4328ri
Seema @ Simran,f,23,38,91,12,39,27,3,EC,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC56,Se1ZX3927an
Usha Devi,f,34,74,85,20,12,14,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX03EE56,Us1ZX1214vi
